text,label,category,language,source
SBI alert: your account is suspended due to incomplete KYC. Complete verification within tonight at http://kyc-update-bnk.in,1,kyc_account_block,en,seed_template
"BHIM reward: you have won Rs 4,500. Scan the QR and enter your PIN to receive the money in your account.",1,upi_cashback_collect,en,seed_template
Your PAN card is not linked with your bank account. Account will be frozen. Click http://sbi-rewards.xyz to update immediately.,1,kyc_account_block,en,seed_template
Your Amazon package was delivered to Sunita. Thank you for shopping with us.,0,not_scam,en,seed_template
"Your electricity bill of Rs 5,000 for August is due on 28-09-2026. Pay through your provider's official app or website.",0,not_scam,en,seed_template
Your booking at Hotel Meera for 2 nights is confirmed under Meena. Booking id 902344. Check-in 2 PM on 30 September.,0,not_scam,en,seed_template
"Your insurance premium receipt for Rs 1,999 has been emailed to Sunita. Policy 887312. No action is needed.",0,not_scam,en,seed_template
Your insurance premium receipt for Rs 999 has been emailed to Meena. Policy 887312. No action is needed.,0,not_scam,en,seed_template
"Rs 1,999 debited from A/c XX4412 on 12-09-26 to Meena. Not you? Call Punjab National Bank customer care on the number printed on your card.",0,not_scam,en,seed_template
"Rs 25,000 cashback received! Accept the request and enter your UPI PIN to claim it now.",1,upi_cashback_collect,en,seed_template
"Your UPI transaction of Rs 49,999 to Rahul is successful. UPI reference 447120311902.",0,not_scam,en,seed_template
"Your electricity bill of Rs 10,000 for August is due on 28-09-2026. Pay through your provider's official app or website.",0,not_scam,en,seed_template
"Your electricity bill of Rs 1,999 for August is due on 28-09-2026. Pay through your provider's official app or website.",0,not_scam,en,seed_template
"Aapke account se Rs 25,000 debit hue hain. Balance Rs 12,340. Koi kaam karne ki zarurat nahi.",0,not_scam,hinglish,seed_template
"Your payment of Rs 2,000 failed. To receive the refund, send a collect request approval and share the OTP 445120.",1,upi_cashback_collect,en,seed_template
"Work from home job. 3 hours daily, salary Rs 4,500 per day. Join our Telegram group and complete simple tasks. Deposit Rs 25,000 to unlock tasks.",1,job_task,en,seed_template
Aapka Delhivery order kal shaam tak Priya ko deliver ho jayega. Dhanyavaad.,0,not_scam,hinglish,seed_template
Aapko Rs 999 ka refund mila hai. Paisa lene ke liye UPI PIN daalein aur request accept karein.,1,upi_cashback_collect,hinglish,seed_template
"Payment of Rs 5,000 done, screenshot attached. Please deliver the order, the amount will reflect in 2 hours.",1,fake_payment,en,seed_template
Your UPI transaction of Rs 499 to Priya is successful. UPI reference 447120311902.,0,not_scam,en,seed_template
Your PAN card is not linked with your bank account. Account will be frozen. Click http://verify-account.top to update immediately.,1,kyc_account_block,en,seed_template
"Dear Customer, your KYC has expired and your account will be BLOCKED today. Update now: http://electricity-bill-pay.click",1,kyc_account_block,en,seed_template
Your Delhivery package was delivered to Sunita. Thank you for shopping with us.,0,not_scam,en,seed_template
"Payment of Rs 10,000 received against your water bill. Receipt number 902344. No action needed.",0,not_scam,en,seed_template
"Ghar baithe kaam karein, roz Rs 1,999 kamayein. Registration fee Rs 499 jama karein, HR se WhatsApp par baat karein 7012345689.",1,job_task,hinglish,seed_template
"Thank you for visiting our clinic, Rahul. Report 771205 is ready and can be collected from the reception.",0,not_scam,en,seed_template
"Sir, I sent Rs 999 to your number by mistake. Please return it to support.care@ibl. Screenshot attached.",1,fake_payment,en,seed_template
"You have won an Amazon lucky draw prize. Claim your gift by paying delivery charges of Rs 4,500 at http://kyc-update-bnk.in.",1,lottery_prize,en,seed_template
"Mummy mera accident ho gaya hai, 4,500 rupay turant is number par bhej do, phone baad me karta hoon.",1,relative_emergency,hinglish,seed_template
"Dear consumer, your electricity connection will be disconnected tonight at 9:30 PM as your last bill was not updated. Call officer 6303456789 immediately.",1,electricity_bill,en,seed_template
Reminder: your credit card statement of Rs 499 is due on 30-09-2026. Pay through the bank app.,0,not_scam,en,seed_template
Your PAN card is not linked with your bank account. Account will be frozen. Click http://bit.ly/3xKyc9 to update immediately.,1,kyc_account_block,en,seed_template
"Electricity bill pending. Power supply will be cut tonight. Pay Rs 10,000 now at http://india-post-parcel.online or call 9123456780.",1,electricity_bill,en,seed_template
Your PhonePe account will be closed for suspicious activity. Verify with the OTP 887312 that our officer sends you now.,1,other_scam,en,seed_template
"Your insurance premium receipt for Rs 1,999 has been emailed to Vikram. Policy 445120. No action is needed.",0,not_scam,en,seed_template
हमारे ट्रेडिंग ग्रुप से जुड़ें और हर महीने पक्का मुनाफ़ा पाएं। सिर्फ़ आज के लिए http://kyc-update-bnk.in पर रजिस्टर करें।,1,investment,hi,seed_template
SBI alert: your account is suspended due to incomplete KYC. Complete verification within 2 hours at http://electricity-bill-pay.click,1,kyc_account_block,en,seed_template
Class 12 results are out. Check them on the official board website using roll number 771205.,0,not_scam,en,seed_template
"Your UPI transaction of Rs 2,000 to Vikram is successful. UPI reference 447120311902.",0,not_scam,en,seed_template
"Your OTP for the transaction of Rs 4,500 is 902344. Do not share this OTP with anyone. - SBI",0,not_scam,en,seed_template
Aapka OTP 445120 hai. Kisi ke saath share na karein. - Punjab National Bank,0,not_scam,hinglish,seed_template
"HR here from a hiring company. Your resume is shortlisted for online data entry. Pay a refundable security deposit of Rs 1,999 to get your ID.",1,job_task,en,seed_template
Customs has seized your parcel. Your Aadhaar is linked to money laundering. Call 9123456780 to avoid arrest warrant.,1,parcel_digital_arrest,en,seed_template
"Thank you Rahul. Your bill payment of Rs 2,000 through the official app was successful.",0,not_scam,en,seed_template
"Payment of Rs 499 done, screenshot attached. Please deliver the order, the amount will reflect in 3 hours.",1,fake_payment,en,seed_template
"Invest Rs 4,500 in our trading app and get assured returns of 15% every month. Limited time offer, click http://bit.ly/3xKyc9.",1,investment,en,seed_template
"Instant loan approved! Rs 4,500 credited in 5 minutes, no documents needed. Download the app from http://india-post-parcel.online and share your OTP.",1,loan_app,en,seed_template
"Rs 25,000 credited to your account XX9032 as salary for September 2026. Available balance Rs 62,410.",0,not_scam,en,seed_template
"Aapke account se Rs 1,999 debit hue hain. Balance Rs 12,340. Koi kaam karne ki zarurat nahi.",0,not_scam,hinglish,seed_template
"Your payment of Rs 2,000 failed. To receive the refund, send a collect request approval and share the OTP 902344.",1,upi_cashback_collect,en,seed_template
"Instant loan approved! Rs 1,999 credited in 5 minutes, no documents needed. Download the app from http://bit.ly/3xKyc9 and share your OTP.",1,loan_app,en,seed_template
Aapka Amazon order kal shaam tak Rahul ko deliver ho jayega. Dhanyavaad.,0,not_scam,hinglish,seed_template
"Thank you for visiting our clinic, Meena. Report 771205 is ready and can be collected from the reception.",0,not_scam,en,seed_template
Payment of Rs 499 received against your water bill. Receipt number 771205. No action needed.,0,not_scam,en,seed_template
Aapka HDFC Bank account band ho jayega. KYC turant update karein http://india-post-parcel.online par.,1,kyc_account_block,hinglish,seed_template
"Invest Rs 49,999 in our trading app and get assured returns of 15% every month. Limited time offer, click http://electricity-bill-pay.click.",1,investment,en,seed_template
Aapka Blue Dart order kal shaam tak Amit ko deliver ho jayega. Dhanyavaad.,0,not_scam,hinglish,seed_template
"Your loan EMI of Rs 10,000 has been processed successfully for this month. No action needed.",0,not_scam,en,seed_template
"Your train ticket PNR 887312 is confirmed. Coach S4, seat 42. Happy journey, Vikram.",0,not_scam,en,seed_template
"Bina document ke loan Rs 4,500 turant. Abhi apply karein http://loan-approve.site aur apna Aadhaar number bhejein.",1,loan_app,hinglish,seed_template
"Rs 49,999 debited from A/c XX4412 on 12-09-26 to Amit. Not you? Call ICICI Bank customer care on the number printed on your card.",0,not_scam,en,seed_template
"Papa, my phone is broken, this is my new number. I need Rs 1,999 urgently for a hospital payment. Send it to rahul.verma@okaxis.",1,relative_emergency,en,seed_template
"Mummy mera accident ho gaya hai, 10,000 rupay turant is number par bhej do, phone baad me karta hoon.",1,relative_emergency,hinglish,seed_template
"Your payment of Rs 5,000 failed. To receive the refund, send a collect request approval and share the OTP 445120.",1,upi_cashback_collect,en,seed_template
"Your insurance premium receipt for Rs 25,000 has been emailed to Vikram. Policy 902344. No action is needed.",0,not_scam,en,seed_template
Your UPI transaction of Rs 999 to Rahul is successful. UPI reference 447120311902.,0,not_scam,en,seed_template
Your PAN card is not linked with your bank account. Account will be frozen. Click http://loan-approve.site to update immediately.,1,kyc_account_block,en,seed_template
"Dear Customer, your KYC has expired and your account will be BLOCKED today. Update now: http://loan-approve.site",1,kyc_account_block,en,seed_template
Your booking at Hotel Meera for 2 nights is confirmed under Sunita. Booking id 887312. Check-in 2 PM on 30 September.,0,not_scam,en,seed_template
"Congratulations! Your number has won Rs 25,00,000 in the KBC lucky draw. Call 6303456789 and pay Rs 25,000 processing fee to claim.",1,lottery_prize,en,seed_template
"Your municipal tax payment of Rs 5,000 is successful. This is a computer generated receipt.",0,not_scam,en,seed_template
"Rs 49,999 debited from A/c XX4412 on 12-09-26 to Rahul. Not you? Call ICICI Bank customer care on the number printed on your card.",0,not_scam,en,seed_template
"Your payment of Rs 999 failed. To receive the refund, send a collect request approval and share the OTP 771205.",1,upi_cashback_collect,en,seed_template
Aapka Rs 499 ka bill payment mil gaya hai. Receipt number 887312. Dhanyavaad.,0,not_scam,hinglish,seed_template
"Work from home job. 3 hours daily, salary Rs 2,000 per day. Join our Telegram group and complete simple tasks. Deposit Rs 5,000 to unlock tasks.",1,job_task,en,seed_template
"Invest Rs 1,999 in our trading app and get assured returns of 15% every month. Limited time offer, click http://kyc-update-bnk.in.",1,investment,en,seed_template
Aapka OTP 902344 hai. Kisi ke saath share na karein. - ICICI Bank,0,not_scam,hinglish,seed_template
"Dear consumer, your electricity connection will be disconnected tonight at 9:30 PM as your last bill was not updated. Call officer 8890012345 immediately.",1,electricity_bill,en,seed_template
"You have won an Amazon lucky draw prize. Claim your gift by paying delivery charges of Rs 1,999 at http://electricity-bill-pay.click.",1,lottery_prize,en,seed_template
"Payment of Rs 2,000 received against your water bill. Receipt number 445120. No action needed.",0,not_scam,en,seed_template
"Aapka Rs 2,000 ka bill payment mil gaya hai. Receipt number 887312. Dhanyavaad.",0,not_scam,hinglish,seed_template
Your gas cylinder booking is confirmed. Delivery within 2 days. Booking number 887312.,0,not_scam,en,seed_template
"आपके खाते में 2,000 रुपये जमा हुए हैं। यह जानकारी केवल आपकी सूचना के लिए है।",0,not_scam,hi,seed_template
"Your mobile recharge of Rs 5,000 is successful. Validity 28 days. Enjoy unlimited calls.",0,not_scam,en,seed_template
"आपकी ट्रेन टिकट कन्फर्म हो गई है। पीएनआर 445120, कोच एस4। यात्रा शुभ हो, Amit।",0,not_scam,hi,seed_template
"आपका बिजली बिल 10,000 रुपये का है, अंतिम तारीख 28 सितंबर। कृपया आधिकारिक ऐप से भुगतान करें।",0,not_scam,hi,seed_template
"Sir, I sent Rs 10,000 to your number by mistake. Please return it to winner2026@ybl. Screenshot attached.",1,fake_payment,en,seed_template
Your Amazon order has been shipped and will arrive today between 2 PM and 6 PM. Track it in the app.,0,not_scam,en,seed_template
Your UPI transaction of Rs 499 to Meena is successful. UPI reference 447120311902.,0,not_scam,en,seed_template
"Electricity bill pending. Power supply will be cut 2 hours. Pay Rs 4,500 now at http://kyc-update-bnk.in or call 8890012345.",1,electricity_bill,en,seed_template
Your gas cylinder booking is confirmed. Delivery within 3 days. Booking number 771205.,0,not_scam,en,seed_template
"आपका 499 रुपये का भुगतान प्राप्त हुआ। यह कंप्यूटर से बनी रसीद है, किसी कार्रवाई की ज़रूरत नहीं।",0,not_scam,hi,seed_template
Your electricity bill of Rs 499 for August is due on 28-09-2026. Pay through your provider's official app or website.,0,not_scam,en,seed_template
Your BHIM account will be closed for suspicious activity. Verify with the OTP 445120 that our officer sends you now.,1,other_scam,en,seed_template
"Instant loan approved! Rs 4,500 credited in 5 minutes, no documents needed. Download the app from http://upi-cashback.vip and share your OTP.",1,loan_app,en,seed_template
Aapka Bank of Baroda account band ho jayega. KYC turant update karein http://verify-account.top par.,1,kyc_account_block,hinglish,seed_template
Your India Post order has been shipped and will arrive today between 2 PM and 6 PM. Track it in the app.,0,not_scam,en,seed_template
Bijli connection aaj raat 6 PM today par kaat diya jayega. Turant officer 6303456789 ko call karein.,1,electricity_bill,hinglish,seed_template
"PhonePe reward: you have won Rs 49,999. Scan the QR and enter your PIN to receive the money in your account.",1,upi_cashback_collect,en,seed_template
"Congratulations! You are selected for a part-time job. Earn Rs 10,000 daily by liking YouTube videos. Pay Rs 499 registration fee to start.",1,job_task,en,seed_template
Bina document ke loan Rs 999 turant. Abhi apply karein http://electricity-bill-pay.click aur apna Aadhaar number bhejein.,1,loan_app,hinglish,seed_template
"You have won an Blue Dart lucky draw prize. Claim your gift by paying delivery charges of Rs 49,999 at http://upi-cashback.vip.",1,lottery_prize,en,seed_template
"Aapko Rs 5,000 ka refund mila hai. Paisa lene ke liye UPI PIN daalein aur request accept karein.",1,upi_cashback_collect,hinglish,seed_template
Your booking at Hotel Meera for 2 nights is confirmed under Amit. Booking id 771205. Check-in 2 PM on 30 September.,0,not_scam,en,seed_template
"Payment of Rs 4,500 received against your water bill. Receipt number 445120. No action needed.",0,not_scam,en,seed_template
"Payment of Rs 25,000 done, screenshot attached. Please deliver the order, the amount will reflect in 2 hours.",1,fake_payment,en,seed_template
"Your PF passbook has been updated with the employer contribution of Rs 5,000 for August 2026.",0,not_scam,en,seed_template
"Thank you Vikram. Your bill payment of Rs 25,000 through the official app was successful.",0,not_scam,en,seed_template
Your PAN card is not linked with your bank account. Account will be frozen. Click http://kyc-update-bnk.in to update immediately.,1,kyc_account_block,en,seed_template
"Bina document ke loan Rs 49,999 turant. Abhi apply karein http://upi-cashback.vip aur apna Aadhaar number bhejein.",1,loan_app,hinglish,seed_template
You have won an Blue Dart lucky draw prize. Claim your gift by paying delivery charges of Rs 999 at http://india-post-parcel.online.,1,lottery_prize,en,seed_template
"Crypto trading se roz ka profit! Guaranteed return, koi risk nahi. Abhi http://upi-cashback.vip par register karein.",1,investment,hinglish,seed_template
"Rs 25,000 debited from A/c XX4412 on 12-09-26 to Sunita. Not you? Call ICICI Bank customer care on the number printed on your card.",0,not_scam,en,seed_template
"Your train ticket PNR 902344 is confirmed. Coach S4, seat 42. Happy journey, Amit.",0,not_scam,en,seed_template
"Rs 5,000 cashback received! Accept the request and enter your UPI PIN to claim it now.",1,upi_cashback_collect,en,seed_template
Appointment confirmed at City Hospital on 26 September at 11:00 AM with Dr. Vikram. Reference 771205. Please arrive 15 minutes early.,0,not_scam,en,seed_template
"HR here from a hiring company. Your resume is shortlisted for online data entry. Pay a refundable security deposit of Rs 5,000 to get your ID.",1,job_task,en,seed_template
"Your OTP for the transaction of Rs 2,000 is 771205. Do not share this OTP with anyone. - Bank of Baroda",0,not_scam,en,seed_template
"Thank you Rahul. Your bill payment of Rs 10,000 through the official app was successful.",0,not_scam,en,seed_template
Rs 999 cashback received! Accept the request and enter your UPI PIN to claim it now.,1,upi_cashback_collect,en,seed_template
"Delhivery courier: your package is held at customs. Pay Rs 1,999 clearance fee at http://india-post-parcel.online within today.",1,parcel_digital_arrest,en,seed_template
"आपकी ट्रेन टिकट कन्फर्म हो गई है। पीएनआर 902344, कोच एस4। यात्रा शुभ हो, Vikram।",0,not_scam,hi,seed_template
"Paytm reward: you have won Rs 10,000. Scan the QR and enter your PIN to receive the money in your account.",1,upi_cashback_collect,en,seed_template
"Thank you for visiting our clinic, Meena. Report 445120 is ready and can be collected from the reception.",0,not_scam,en,seed_template
Water supply in your area will be closed tomorrow from 9 AM to 12 PM for pipeline repair. Complaints: 6303456789.,0,not_scam,en,seed_template
"Flipkart courier: your package is held at customs. Pay Rs 5,000 clearance fee at http://verify-account.top within today.",1,parcel_digital_arrest,en,seed_template
हमारे ट्रेडिंग ग्रुप से जुड़ें और हर महीने पक्का मुनाफ़ा पाएं। सिर्फ़ आज के लिए http://india-post-parcel.online पर रजिस्टर करें।,1,investment,hi,seed_template
"Your train ticket PNR 902344 is confirmed. Coach S4, seat 42. Happy journey, Priya.",0,not_scam,en,seed_template
"Instant loan approved! Rs 999 credited in 5 minutes, no documents needed. Download the app from http://verify-account.top and share your OTP.",1,loan_app,en,seed_template
"Thank you for visiting our clinic, Sunita. Report 445120 is ready and can be collected from the reception.",0,not_scam,en,seed_template
Payment of Rs 999 received against your water bill. Receipt number 771205. No action needed.,0,not_scam,en,seed_template
"Your UPI transaction of Rs 4,500 to Vikram is successful. UPI reference 447120311902.",0,not_scam,en,seed_template
"Congratulations! You are selected for a part-time job. Earn Rs 5,000 daily by liking YouTube videos. Pay Rs 499 registration fee to start.",1,job_task,en,seed_template
"Aapko Rs 1,999 ka refund mila hai. Paisa lene ke liye UPI PIN daalein aur request accept karein.",1,upi_cashback_collect,hinglish,seed_template
"Thank you Rahul. Your bill payment of Rs 49,999 through the official app was successful.",0,not_scam,en,seed_template
This is Cyber Crime Branch. A parcel in your name contains illegal items. Stay on this video call or face arrest.,1,parcel_digital_arrest,en,seed_template
"Ghar baithe kaam karein, roz Rs 1,999 kamayein. Registration fee Rs 499 jama karein, HR se WhatsApp par baat karein 6303456789.",1,job_task,hinglish,seed_template
Bijli connection aaj raat 9:30 PM par kaat diya jayega. Turant officer 9123456780 ko call karein.,1,electricity_bill,hinglish,seed_template
Your loan EMI of Rs 999 has been processed successfully for this month. No action needed.,0,not_scam,en,seed_template
"Payment of Rs 5,000 received against your water bill. Receipt number 887312. No action needed.",0,not_scam,en,seed_template
"Dear user, your net banking will be deactivated tonight. Verify your details here http://sbi-rewards.xyz and share the OTP with our executive.",1,kyc_account_block,en,seed_template
Punjab National Bank alert: your account is suspended due to incomplete KYC. Complete verification within today at http://sbi-rewards.xyz,1,kyc_account_block,en,seed_template
Customs has seized your parcel. Your Aadhaar is linked to money laundering. Call 9876543221 to avoid arrest warrant.,1,parcel_digital_arrest,en,seed_template
HDFC Bank: your new debit card has been dispatched to Rahul and will reach you in 5 working days.,0,not_scam,en,seed_template
"Bina document ke loan Rs 25,000 turant. Abhi apply karein http://electricity-bill-pay.click aur apna Aadhaar number bhejein.",1,loan_app,hinglish,seed_template
Aapka OTP 445120 hai. Kisi ke saath share na karein. - Axis Bank,0,not_scam,hinglish,seed_template
"Your municipal tax payment of Rs 4,500 is successful. This is a computer generated receipt.",0,not_scam,en,seed_template
"Dear consumer, your electricity connection will be disconnected tonight at 6 PM today as your last bill was not updated. Call officer 8890012345 immediately.",1,electricity_bill,en,seed_template
Aapka OTP 445120 hai. Kisi ke saath share na karein. - HDFC Bank,0,not_scam,hinglish,seed_template
"Thank you for visiting our clinic, Priya. Report 771205 is ready and can be collected from the reception.",0,not_scam,en,seed_template
"Congratulations! Your number has won Rs 25,00,000 in the KBC lucky draw. Call 9123456780 and pay Rs 4,500 processing fee to claim.",1,lottery_prize,en,seed_template
"Dear consumer, your electricity connection will be disconnected tonight at midnight as your last bill was not updated. Call officer 6303456789 immediately.",1,electricity_bill,en,seed_template
आपका बिजली बिल बकाया है। आज रात कनेक्शन काट दिया जाएगा। तुरंत 9123456780 पर संपर्क करें।,1,electricity_bill,hi,seed_template
We have received your ICICI Bank credit card payment of Rs 499. Thank you.,0,not_scam,en,seed_template
Your booking at Hotel Meera for 2 nights is confirmed under Amit. Booking id 887312. Check-in 2 PM on 30 September.,0,not_scam,en,seed_template
Aapka ICICI Bank account band ho jayega. KYC turant update karein http://electricity-bill-pay.click par.,1,kyc_account_block,hinglish,seed_template
Axis Bank: your new debit card has been dispatched to Vikram and will reach you in 5 working days.,0,not_scam,en,seed_template
Rs 999 debited from A/c XX4412 on 12-09-26 to Meena. Not you? Call HDFC Bank customer care on the number printed on your card.,0,not_scam,en,seed_template
"Aapka Rs 10,000 ka bill payment mil gaya hai. Receipt number 887312. Dhanyavaad.",0,not_scam,hinglish,seed_template
"Mummy mera accident ho gaya hai, 49,999 rupay turant is number par bhej do, phone baad me karta hoon.",1,relative_emergency,hinglish,seed_template
"Electricity bill pending. Power supply will be cut tonight. Pay Rs 4,500 now at http://bit.ly/3xKyc9 or call 7012345689.",1,electricity_bill,en,seed_template
Bina document ke loan Rs 499 turant. Abhi apply karein http://india-post-parcel.online aur apna Aadhaar number bhejein.,1,loan_app,hinglish,seed_template
"Papa, my phone is broken, this is my new number. I need Rs 10,000 urgently for a hospital payment. Send it to rahul.verma@okaxis.",1,relative_emergency,en,seed_template
Your insurance premium receipt for Rs 999 has been emailed to Amit. Policy 887312. No action is needed.,0,not_scam,en,seed_template
आपका बिजली बिल बकाया है। आज रात कनेक्शन काट दिया जाएगा। तुरंत 8890012345 पर संपर्क करें।,1,electricity_bill,hi,seed_template
"Thank you Meena. Your bill payment of Rs 4,500 through the official app was successful.",0,not_scam,en,seed_template
"Electricity bill pending. Power supply will be cut today. Pay Rs 10,000 now at http://loan-approve.site or call 9123456780.",1,electricity_bill,en,seed_template
"Your PF passbook has been updated with the employer contribution of Rs 2,000 for August 2026.",0,not_scam,en,seed_template
Water supply in your area will be closed tomorrow from 9 AM to 12 PM for pipeline repair. Complaints: 7012345689.,0,not_scam,en,seed_template
"आपके खाते में 4,500 रुपये जमा हुए हैं। यह जानकारी केवल आपकी सूचना के लिए है।",0,not_scam,hi,seed_template
Your Google Pay account will be closed for suspicious activity. Verify with the OTP 887312 that our officer sends you now.,1,other_scam,en,seed_template
Aapka Flipkart order kal shaam tak Sunita ko deliver ho jayega. Dhanyavaad.,0,not_scam,hinglish,seed_template
"Aapke account se Rs 10,000 debit hue hain. Balance Rs 12,340. Koi kaam karne ki zarurat nahi.",0,not_scam,hinglish,seed_template
"आपके खाते में 49,999 रुपये जमा हुए हैं। यह जानकारी केवल आपकी सूचना के लिए है।",0,not_scam,hi,seed_template
"Crypto trading se roz ka profit! Guaranteed return, koi risk nahi. Abhi http://kyc-update-bnk.in par register karein.",1,investment,hinglish,seed_template
Install this APK to check your electricity bill: http://upi-cashback.vip. Only this app works for bill payment now.,1,other_scam,en,seed_template
"Your OTP for the transaction of Rs 5,000 is 902344. Do not share this OTP with anyone. - ICICI Bank",0,not_scam,en,seed_template
"Dear parent of Vikram, the school will remain closed tomorrow due to heavy rain. Classes resume on Monday.",0,not_scam,en,seed_template
"Dear Customer, your KYC has expired and your account will be BLOCKED today. Update now: http://verify-account.top",1,kyc_account_block,en,seed_template
Punjab National Bank alert: your account is suspended due to incomplete KYC. Complete verification within 2 hours at http://kyc-update-bnk.in,1,kyc_account_block,en,seed_template
"Work from home job. 2 hours daily, salary Rs 5,000 per day. Join our Telegram group and complete simple tasks. Deposit Rs 5,000 to unlock tasks.",1,job_task,en,seed_template
"Mummy mera accident ho gaya hai, 2,000 rupay turant is number par bhej do, phone baad me karta hoon.",1,relative_emergency,hinglish,seed_template
"Rs 2,000 debited from A/c XX4412 on 12-09-26 to Rahul. Not you? Call ICICI Bank customer care on the number printed on your card.",0,not_scam,en,seed_template
Your Google Pay account will be closed for suspicious activity. Verify with the OTP 771205 that our officer sends you now.,1,other_scam,en,seed_template
Bina document ke loan Rs 499 turant. Abhi apply karein http://kyc-update-bnk.in aur apna Aadhaar number bhejein.,1,loan_app,hinglish,seed_template
Axis Bank: your new debit card has been dispatched to Rahul and will reach you in 5 working days.,0,not_scam,en,seed_template
"We have received your Punjab National Bank credit card payment of Rs 2,000. Thank you.",0,not_scam,en,seed_template
"Papa, my phone is broken, this is my new number. I need Rs 2,000 urgently for a hospital payment. Send it to rahul.verma@okaxis.",1,relative_emergency,en,seed_template
हमारे ट्रेडिंग ग्रुप से जुड़ें और हर महीने पक्का मुनाफ़ा पाएं। सिर्फ़ आज के लिए http://sbi-rewards.xyz पर रजिस्टर करें।,1,investment,hi,seed_template
Appointment confirmed at City Hospital on 26 September at 11:00 AM with Dr. Sunita. Reference 771205. Please arrive 15 minutes early.,0,not_scam,en,seed_template
"Congratulations! Your number has won Rs 25,00,000 in the KBC lucky draw. Call 9123456780 and pay Rs 5,000 processing fee to claim.",1,lottery_prize,en,seed_template
"Papa, my phone is broken, this is my new number. I need Rs 999 urgently for a hospital payment. Send it to refund.help@paytm.",1,relative_emergency,en,seed_template
"Reminder: your credit card statement of Rs 25,000 is due on 30-09-2026. Pay through the bank app.",0,not_scam,en,seed_template
"Congratulations! Your number has won Rs 25,00,000 in the KBC lucky draw. Call 9876543221 and pay Rs 5,000 processing fee to claim.",1,lottery_prize,en,seed_template
Aapka Blue Dart order kal shaam tak Rahul ko deliver ho jayega. Dhanyavaad.,0,not_scam,hinglish,seed_template
"Your mobile recharge of Rs 10,000 is successful. Validity 28 days. Enjoy unlimited calls.",0,not_scam,en,seed_template
Your Blue Dart package was delivered to Rahul. Thank you for shopping with us.,0,not_scam,en,seed_template
Your Paytm account will be closed for suspicious activity. Verify with the OTP 887312 that our officer sends you now.,1,other_scam,en,seed_template
"Your train ticket PNR 771205 is confirmed. Coach S4, seat 42. Happy journey, Vikram.",0,not_scam,en,seed_template
"Sir, I sent Rs 1,999 to your number by mistake. Please return it to rahul.verma@okaxis. Screenshot attached.",1,fake_payment,en,seed_template
Bijli connection aaj raat 9:30 PM par kaat diya jayega. Turant officer 6303456789 ko call karein.,1,electricity_bill,hinglish,seed_template
"You have won an Blue Dart lucky draw prize. Claim your gift by paying delivery charges of Rs 1,999 at http://electricity-bill-pay.click.",1,lottery_prize,en,seed_template
SBI: your new debit card has been dispatched to Priya and will reach you in 5 working days.,0,not_scam,en,seed_template
Your PAN card is not linked with your bank account. Account will be frozen. Click http://upi-cashback.vip to update immediately.,1,kyc_account_block,en,seed_template
Your UPI transaction of Rs 999 to Meena is successful. UPI reference 447120311902.,0,not_scam,en,seed_template
"Aapke account se Rs 2,000 debit hue hain. Balance Rs 12,340. Koi kaam karne ki zarurat nahi.",0,not_scam,hinglish,seed_template
"Your electricity bill of Rs 2,000 for August is due on 28-09-2026. Pay through your provider's official app or website.",0,not_scam,en,seed_template
"Your PF passbook has been updated with the employer contribution of Rs 49,999 for August 2026.",0,not_scam,en,seed_template
"Ghar baithe kaam karein, roz Rs 2,000 kamayein. Registration fee Rs 499 jama karein, HR se WhatsApp par baat karein 6303456789.",1,job_task,hinglish,seed_template
"आपकी ट्रेन टिकट कन्फर्म हो गई है। पीएनआर 887312, कोच एस4। यात्रा शुभ हो, Rahul।",0,not_scam,hi,seed_template
Your booking at Hotel Meera for 2 nights is confirmed under Priya. Booking id 771205. Check-in 2 PM on 30 September.,0,not_scam,en,seed_template
हमारे ट्रेडिंग ग्रुप से जुड़ें और हर महीने पक्का मुनाफ़ा पाएं। सिर्फ़ आज के लिए http://upi-cashback.vip पर रजिस्टर करें।,1,investment,hi,seed_template
"Amazon courier: your package is held at customs. Pay Rs 4,500 clearance fee at http://sbi-rewards.xyz within 2 hours.",1,parcel_digital_arrest,en,seed_template
आपका बिजली बिल बकाया है। आज रात कनेक्शन काट दिया जाएगा। तुरंत 7012345689 पर संपर्क करें।,1,electricity_bill,hi,seed_template
"Instant loan approved! Rs 49,999 credited in 5 minutes, no documents needed. Download the app from http://bit.ly/3xKyc9 and share your OTP.",1,loan_app,en,seed_template
"Thank you Sunita. Your bill payment of Rs 1,999 through the official app was successful.",0,not_scam,en,seed_template
"Delhivery courier: your package is held at customs. Pay Rs 4,500 clearance fee at http://sbi-rewards.xyz within today.",1,parcel_digital_arrest,en,seed_template
"Rs 5,000 credited to your account XX9032 as salary for September 2026. Available balance Rs 62,410.",0,not_scam,en,seed_template
"Payment of Rs 2,000 done, screenshot attached. Please deliver the order, the amount will reflect in 4 hours.",1,fake_payment,en,seed_template
Aapka Punjab National Bank account band ho jayega. KYC turant update karein http://upi-cashback.vip par.,1,kyc_account_block,hinglish,seed_template
"Join our VIP stock group. Our expert's tips gave members 3X returns in 30 days. Guaranteed profit. Only 20 seats left. Pay Rs 1,999 to join.",1,investment,en,seed_template
"Your electricity bill of Rs 49,999 for August is due on 28-09-2026. Pay through your provider's official app or website.",0,not_scam,en,seed_template
